,site_name,address,city,long,lat,county,phone,website,status
156,Bonfare Market   22,1175 E Julian St,San Jose,-121.87105,37.351162,Santa Clara,(408) 295-7287,http://www.bonfaremarkets.com/,OPERATIONAL
157,Mi Tierra Super Mercado,1130 E Santa Clara St,San Jose,-121.86781,37.346947,Santa Clara,(408) 294-9075,No website listed,OPERATIONAL
158,Patron Liquors & Grocery Store,252 Willow St,San Jose,-121.88338,37.318218,Santa Clara,No formatted_phone_number listed,No website listed,No business_status listed
159,Don Mateo Foods And Spices,1062 E Santa Clara St,San Jose,-121.86943000000001,37.346195,Santa Clara,(408) 295-5399,No website listed,OPERATIONAL
160,Mercado San Jose,3054 Alum Rock Ave,San Jose,-121.82878999999998,37.365368,Santa Clara,(408) 272-1111,No website listed,OPERATIONAL
161,7 Eleven 14216f 14216F,281 Washington St,Santa Clara,-121.94049,37.343231,Santa Clara,(408) 241-8389,https://www.7-eleven.com/locations/ca/santa-clara/281-washington-st-14216?yext=14216,OPERATIONAL
162,Lafayette Food & Liquor,1670 Lafayette St,Santa Clara,-121.94676000000001,37.356445,Santa Clara,(408) 241-4156,http://www.californialiquor.com/,OPERATIONAL
163,Maxim Market 3,955 Mclaughlin Ave,San Jose,-121.85566999999999,37.334618,Santa Clara,(408) 279-3388,No website listed,OPERATIONAL
164,Cabrillo Market And Liquors,3203 Cabrillo Ave,Santa Clara,-121.98463000000001,37.358269,Santa Clara,(408) 296-6468,No website listed,OPERATIONAL
165,DOLLARTREE 8281,4095 Evrgrn Village Sq.,San Jose,-121.67546000000002,37.265144,Santa Clara,(408) 960-7001,https://www.dollartree.com/locations/ca/san-jose/8281/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
166,Paul's Grocery Market,17020 Condit Rd,Morgan Hill,-121.63075,37.133415,Santa Clara,(408) 782-7490,No website listed,OPERATIONAL
167,7-Eleven 36004A,1255 E Santa Clara St,San Jose,-121.86585,37.347977,Santa Clara,(408) 293-2652,https://www.7-eleven.com/locations/ca/san-jose/1255-e-santa-clara-36004?yext=36004,OPERATIONAL
168,Sprouts Farmers Market 270,1130 Branham Ln,San Jose,-121.8792,37.262271999999996,Santa Clara,(408) 833-1152,https://sprouts.com/store/ca/san-jose/san-jose-branham-ln,OPERATIONAL
169,CVS/pharmacy 422,4110 N 1st St,San Jose,-121.95301,37.414696,Santa Clara,(408) 434-1839,https://www.cvs.com/store-locator/cvs-pharmacy-address/4110+N+First+St-San+Jose-CA-95134/storeid=422?WT.mc_id=LS_GOOGLE_FS_422,OPERATIONAL
170,SMART & FINAL 448,2065 El Camino Real,Santa Clara,-121.96113000000001,37.352497,Santa Clara,(408) 296-3293,http://locations.smartandfinal.com/ca/santa-clara/448/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
171,Lucky 762,6109 Meridian Ave,San Jose,-121.88448000000001,37.228176,Santa Clara,(408) 997-3100,No website listed,OPERATIONAL
172,Kwik Serv,2211 Monroe St,Santa Clara,-121.96245,37.361626,Santa Clara,(408) 244-7776,https://www.petro.com/,OPERATIONAL
173,Whole Foods Market 10027,15980 Los Gatos Blvd,Los Gatos,-121.96278000000001,37.236111,Santa Clara,(408) 358-4434,http://www.wholefoodsmarket.com/stores/losgatos,OPERATIONAL
174,WALGREENS 2265,1130 Bird Ave,San Jose,-121.89497,37.31057,Santa Clara,(408) 295-7768,https://www.walgreens.com/locator/walgreens-1130+bird+ave-san+jose-ca-95125/id=2265,OPERATIONAL
175,WALGREENS 02612,200 N Winchester Blvd,Santa Clara,-121.9503,37.329929,Santa Clara,(408) 247-1894,https://www.walgreens.com/locator/walgreens-200+n+winchester+blvd-santa+clara-ca-95050/id=2612,OPERATIONAL
176,Real Produce Inc,5353 Almaden Express Way,San Jose,-121.87563999999999,37.252346,Santa Clara,(408) 723-7325,No website listed,OPERATIONAL
177,New India Bazar 7,2850 Quimby Rd,San Jose,-121.79806,37.325103999999996,Santa Clara,(408) 223-9978,http://www.newindiabazar.com/,OPERATIONAL
178,Arteagas Food Center (santa Clara),2103 Scott Blvd,Santa Clara,-121.95946,37.361137,Santa Clara,(408) 645-5005,https://arteagas.com/,OPERATIONAL
179,LIL GROCER,5807 Cottle Rd,San Jose,-121.80402,37.245846,Santa Clara,(408) 365-8722,No website listed,OPERATIONAL
180,Whole Foods Market 10033,1690 S Bascom Ave,Campbell,-121.93153999999998,37.292759000000004,Santa Clara,(408) 371-5000,http://www.wholefoodsmarket.com/stores/campbell,OPERATIONAL
181,Jl Produce,311 Moffett Blvd,Mountain View,-122.07621,37.397881,Santa Clara,(650) 428-1105,No website listed,OPERATIONAL
182,7-Eleven 39690A,190 W Calaveras Blvd,Milpitas,-121.91016,37.427795,Santa Clara,(408) 262-7324,https://www.7-eleven.com/locations/ca/milpitas/190-calaveras-39690?yext=39690,OPERATIONAL
183,Franco Imports,157 Old Gilroy St,Gilroy,-121.56608,37.005917,Santa Clara,(408) 848-5424,No website listed,OPERATIONAL
184,7 Eleven 14262D,5745 Camden Ave,San Jose,-121.90356000000001,37.232525,Santa Clara,(408) 267-1150,https://www.7-eleven.com/locations/ca/san-jose/5745-camden-avenue-14262?yext=14262,OPERATIONAL
185,Easy Mart II,1460 Oakland Rd,San Jose,-121.89436,37.373802000000005,Santa Clara,(408) 453-0653,No website listed,OPERATIONAL
186,T.T. SEAFOOD 1,2517 S King Rd,San Jose,-121.82413999999999,37.320434999999996,Santa Clara,(408) 274-8210,No website listed,OPERATIONAL
187,99 RANCH MARKET 68,10983 N Wolfe Rd,Cupertino,-122.01438,37.336452,Santa Clara,(408) 532-8899,http://www.99ranch.com/,OPERATIONAL
188,Lucky 780,484 N Mathilda Ave,Sunnyvale,-122.03056000000001,37.388706,Santa Clara,(408) 737-1834,No website listed,OPERATIONAL
189,BILLS MARKET,204 Oakland Ave,San Jose,-121.84798,37.351971,Santa Clara,(408) 259-7271,No website listed,OPERATIONAL
190,Quik Stop 9094,1510 Mt Pleasant Dr,San Jose,-121.80056,37.355255,Santa Clara,(408) 926-4010,http://www.quikstop.com/,OPERATIONAL
191,Target 3265,1775 E Bayshore Rd,East Palo Alto,-122.1373,37.458858,Santa Clara,(650) 388-7949,https://www.target.com/sl/east-palo-alto-ca/3265,OPERATIONAL
192,SAFEWAY  1476,1300 W San Carlos St,San Jose,-121.91166000000001,37.323483,Santa Clara,(408) 882-0999,https://local.safeway.com/safeway/ca/san-jose/1300-w-san-carlos-st.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
193,SAFEWAY  1505,905 1st St,Gilroy,-121.5891,37.013607,Santa Clara,(408) 842-6446,https://local.safeway.com/safeway/ca/gilroy/905-first-st.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
194,Madina Halal Market,2268 Senter Rd,San Jose,-121.85008,37.310417,Santa Clara,(669) 230-5934,No website listed,OPERATIONAL
195,Lucky 774,234 Saratoga Ave,Santa Clara,-121.96555,37.328583,Santa Clara,(408) 296-0515,No website listed,OPERATIONAL
196,"Rica Panaderia, Inc. 3",1663 Tully Rd,San Jose,-121.82717,37.321632,Santa Clara,(408) 923-5126,No website listed,OPERATIONAL
197,Chavez Supermarket,2327 McKee Rd,San Jose,-121.84921000000001,37.366058,Santa Clara,(408) 929-5208,http://www.chavezsuper.com/,OPERATIONAL
198,Mabury Market,788 N King Rd,San Jose,-121.86907,37.366562,Santa Clara,(669) 284-6101,No website listed,OPERATIONAL
199,EARLS BOTTLE SHOP,299 S Capitol Ave,San Jose,-121.8325,37.358554999999996,Santa Clara,(408) 926-1815,No website listed,OPERATIONAL
200,Halal Market,583 Saratoga Ave,Santa Clara,-121.95475,37.341194,Santa Clara,(408) 260-0327,No website listed,OPERATIONAL
201,Lucky 763,844 Blossom Hill Rd,San Jose,-121.8568,37.250225,Santa Clara,(408) 578-8484,No website listed,OPERATIONAL
202,Maiwand Market Of Santa Clara,2915 El Camino Real,Santa Clara,-121.97946999999999,37.352478000000005,Santa Clara,(408) 985-0988,http://www.maiwandmarket.com/,OPERATIONAL
203,WALGREENS 2740,3460 El Camino Real,Santa Clara,-121.99217,37.352253000000005,Santa Clara,(408) 261-1047,https://www.walgreens.com/locator/walgreens-3460+el+camino+real-santa+clara-ca-95051/id=2740,OPERATIONAL
204,SAFEWAY  1465,5146 Stevens Creek Blvd,San Jose,-121.99318999999998,37.323013,Santa Clara,(408) 556-0610,https://local.safeway.com/safeway/ca/san-jose/5146-stevens-creek-blvd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
205,Marina Brothers Inc./Marina Grocery,4148 Monterey Hwy,San Jose,-121.83511000000001,37.278095,Santa Clara,No place found,No place found,No place found
206,WALGREENS 02957,1660 Winchester Blvd,Campbell,-121.94986999999999,37.293071999999995,Santa Clara,(408) 378-7916,https://www.walgreens.com/locator/walgreens-1660+winchester+blvd-campbell-ca-95008/id=2957,OPERATIONAL
207,Diridon Market,98 Sunol St,San Jose,-121.90619,37.329082,Santa Clara,(408) 292-4156,No website listed,OPERATIONAL
208,99 RANCH MARKET 61,1688 Hostetter Rd,San Jose,-121.88394,37.387691,Santa Clara,(408) 436-8899,http://www.99ranch.com/,OPERATIONAL
209,"NMSO, Inc. 68202",1598 Alum Rock Ave,San Jose,-121.85916999999999,37.351036,Santa Clara,(408) 259-1841,No website listed,OPERATIONAL
210,"NMSO, Inc. 68204",2790 Story Rd,San Jose,-121.82458000000001,37.352385999999996,Santa Clara,No formatted_phone_number listed,No website listed,No business_status listed
211,Rotten Robbie 42,455 E Julian St,San Jose,-121.88463999999999,37.344947999999995,Santa Clara,(408) 294-8924,http://www.rottenrobbie.com/,OPERATIONAL
212,La Morenita Produce,575 1st St,Gilroy,-121.57967,37.013435,Santa Clara,(831) 206-7993,No website listed,OPERATIONAL
213,DOLLARTREE 7810,6741 Camino Arroyo,Gilroy,-121.55001999999999,37.001019,Santa Clara,(408) 427-0046,https://www.dollartree.com/locations/ca/gilroy/7810/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
214,7 Eleven 23585d 23585D,706 Benton St,Santa Clara,-121.941,37.351692,Santa Clara,(408) 260-9083,https://www.7-eleven.com/locations/ca/santa-clara/706-benton-st-23585?yext=23585,OPERATIONAL
215,Grewal Food & Liquor,517 Mclaughlin Ave,San Jose,-121.86118,37.340286,Santa Clara,(408) 295-5751,https://grewal-food-liquors.business.site/,OPERATIONAL
216,King Tully Shell 161,1698 Tully Rd,San Jose,-121.82613,37.322044,Santa Clara,(408) 238-6259,https://find.shell.com/us/fuel/10008277-1698-tully-road,OPERATIONAL
217,Santana Row Farmers Market,378 Between Olin Ave & Olsen Dr.,San Jose,-121.94872,37.320434999999996,Santa Clara,(800) 806-3276,http://www.cafarmersmkts.com/santanarow-farmers-market/,OPERATIONAL
218,Walmart Neighborhood Market 3023,4055 Evergreen Village Square,San Jose,-121.77354,37.313759000000005,Santa Clara,(408) 826-0338,https://www.walmart.com/store/3023/san-jose-ca/details,OPERATIONAL
219,7 Eleven 25950A,1002 W Evelyn Ave,Sunnyvale,-122.04517,37.383175,Santa Clara,(408) 735-1711,https://www.7-eleven.com/locations/ca/sunnyvale/1002-west-evelyn-ave-25950?yext=25950,OPERATIONAL
220,Target Store T-1927,879 Blossom Hill Rd,San Jose,-121.8614,37.25053,Santa Clara,(408) 513-3002,https://www.target.com/sl/san-jose-oakridge/1927,OPERATIONAL
221,ECONO LIQUOR & FOODS,3112 McKee Rd,San Jose,-121.83538,37.375217,Santa Clara,(408) 929-1111,No website listed,OPERATIONAL
222,SMART & FINAL 327,1265 S Mary Ave,Sunnyvale,-122.05061,37.352428,Santa Clara,(408) 245-4423,http://locations.smartandfinal.com/ca/sunnyvale/327/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
223,LOS CUATES MARKET,1511 S Winchester Blvd,San Jose,-121.94997,37.296577,Santa Clara,(408) 374-4304,No website listed,OPERATIONAL
224,Target Store T-2238,3155 Silver Creek Rd,San Jose,-121.81133,37.307522,Santa Clara,(408) 238-7800,https://www.target.com/sl/san-jose-east/2238,OPERATIONAL
225,ROSE INTERNATIONAL MARKET,1060 Castro St,Mountain View,-122.08471999999999,37.384464,Santa Clara,(650) 960-1900,http://rosemarketcatering.com/,OPERATIONAL
226,Russian Cafe & Deli,1712 Winchester Blvd,Campbell,-121.94985,37.292248,Santa Clara,(408) 379-6680,http://russiancafedeli.com/,OPERATIONAL
227,Smart & Final 589,270 E 10th St,Gilroy,-121.56251999999999,37.00119,Santa Clara,(408) 846-7020,http://locations.smartandfinal.com/ca/gilroy/589/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
228,DOLLAR TREE 1254,331 N Capitol Ave,San Jose,-121.84388999999999,37.370739,Santa Clara,(408) 678-3452,https://www.dollartree.com/locations/ca/san-jose/1254/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
229,Habesha Mini Mart,394 Bird Ave,San Jose,-121.89923999999999,37.323505,Santa Clara,(408) 294-4707,https://habesha-mini-mart.business.site/?utm_source=gmb&utm_medium=referral,OPERATIONAL
230,RITE AID 5984,6091 Meridian Ave,San Jose,-121.88434,37.229099,Santa Clara,(408) 927-7900,https://www.riteaid.com/locations/ca/san-jose/6091-meridian-avenue.html,OPERATIONAL
231,RITE AID 5985,1029 E Capitol Expy,San Jose,-121.82276,37.299416,Santa Clara,(408) 629-6060,https://www.riteaid.com/locations/ca/san-jose/1029-east-capitol-expressway.html,OPERATIONAL
232,RITE AID 5987,3171 Meridian Ave,San Jose,-121.90483,37.268108000000005,Santa Clara,(408) 266-5550,https://www.riteaid.com/locations/ca/san-jose/3171-meridian-avenue.html,OPERATIONAL
233,Mi Rancho Supermarket,3840 Monterey Hwy,San Jose,-121.839,37.281898,Santa Clara,(408) 622-5344,http://www.miranchosupermarket.com/,OPERATIONAL
234,Meridian Shell 160,1610 Meridian Ave,San Jose,-121.91351999999999,37.294090000000004,Santa Clara,(408) 266-8510,https://find.shell.com/us/fuel/10008274-1610-meridian-avenue,OPERATIONAL
235,RITE AID 5972,15920 Los Gatos Blvd,Los Gatos,-121.96231999999999,37.237125,Santa Clara,(408) 358-2715,https://www.riteaid.com/locations/ca/los-gatos/15920-los-gatos-boulevard.html,OPERATIONAL
236,RITE AID 5976,2620 El Camino Real,Santa Clara,-121.97408,37.352261,Santa Clara,(408) 241-0919,https://locations.riteaid.com/locations/ca/santa-clara/2620-el-camino-real.html,OPERATIONAL
237,RITE AID 5983,6215 Santa Teresa Blvd,San Jose,-121.80271,37.236954,Santa Clara,(408) 227-2816,https://www.riteaid.com/locations/ca/san-jose/6215-santa-teresa-boulevard.html,OPERATIONAL
238,7 ELEVEN 21735D,998 Lundy Ave,San Jose,-121.87273,37.373653000000004,Santa Clara,(408) 937-4397,https://www.7-eleven.com/locations/ca/san-jose/998-lundy-ave-21735?yext=21735,OPERATIONAL
239,7 ELEVEN 14243C,3777 Lafayette St,Santa Clara,-121.95361000000001,37.387531,Santa Clara,(408) 988-4281,https://www.7-eleven.com/locations/ca/santa-clara/3777-lafayette-st-14243?yext=14243,OPERATIONAL
240,Seafood City Supermarket,3065 McKee Rd,San Jose,-121.83668,37.374424,Santa Clara,(408) 240-4980,http://www.seafoodcity.com/,OPERATIONAL
241,99 Cents Only Store 224,260 E 10th St,Gilroy,-121.56282,37.001133,Santa Clara,(408) 848-4502,http://99only.com/store/Gilroy/,OPERATIONAL
242,Ernies Liquor,2808 S White Rd,San Jose,-121.79668000000001,37.324039,Santa Clara,(408) 274-4422,No website listed,OPERATIONAL
243,Target Store T-2088,533 Coleman Ave,San Jose,-121.90545,37.340714,Santa Clara,(408) 346-2022,https://www.target.com/sl/san-jose-college-park/2088,OPERATIONAL
244,MI RANCHO CARNICERIA,1383 Kooser Rd,San Jose,-121.88888999999999,37.246196999999995,Santa Clara,(408) 267-2399,No website listed,OPERATIONAL
245,Nob Hill 634,1250 Grant Rd,Mountain View,-122.0752,37.37775,Santa Clara,(650) 390-9222,https://www.raleys.com/stores/nob-hill-foods-grant-mountain-view-california/,OPERATIONAL
246,Target Store T-0324,1811 Hillsdale Ave,San Jose,-121.91773,37.263228999999995,Santa Clara,(408) 267-7900,https://www.target.com/sl/san-jose-west/324,OPERATIONAL
247,RITE AID 5975,16000 Monterey St,Morgan Hill,-121.6429,37.113049,Santa Clara,(408) 778-5184,https://www.riteaid.com/locations/ca/morgan-hill/16000-monterey-street.html,OPERATIONAL
248,7-Eleven 23879B,1496 N Milpitas Blvd,Milpitas,-121.9103,37.452343,Santa Clara,(408) 942-1711,https://www.7-eleven.com/locations/ca/milpitas/1496-n.-milpitas-blvd-23879?yext=23879,OPERATIONAL
249,EL RICO PAN BAKERY,231 Willow St,San Jose,-121.88287,37.318619,Santa Clara,(408) 298-6228,No website listed,OPERATIONAL
250,The Market At Edgewood,2170 W Bayshore Rd,East Palo Alto,-122.14575,37.462952,Santa Clara,(650) 665-7590,http://www.marketatedgewood.com/,OPERATIONAL
251,El Sol Market,705 N 13th St,San Jose,-121.88821000000002,37.355553,Santa Clara,(408) 287-8431,No website listed,OPERATIONAL
252,RITE AID 5886,2310 Homestead Rd,Los Altos,-122.06747,37.337677,Santa Clara,(408) 774-0134,https://www.riteaid.com/locations/ca/los-altos/2310-homestead-rd.html,OPERATIONAL
253,RITE AID 5967,20580 Homestead Rd,Cupertino,-122.03343999999998,37.337524,Santa Clara,(408) 253-2005,https://www.riteaid.com/locations/ca/cupertino/20572-homestead-road.html,OPERATIONAL
254,RITE AID 5988,1550 Hamilton Ave,San Jose,-121.91188999999999,37.294403,Santa Clara,(408) 264-8642,https://www.riteaid.com/locations/ca/san-jose/1550-hamilton-avenue.html,OPERATIONAL
255,RITE AID 5991,3055 McKee Rd,San Jose,-121.83698000000001,37.374214,Santa Clara,(408) 258-3311,https://www.riteaid.com/locations/ca/san-jose/1030-south-white-road.html,OPERATIONAL
256,RITE AID 5992,1030 S White Rd,San Jose,-121.82056000000001,37.3578,Santa Clara,(408) 258-3311,https://www.riteaid.com/locations/ca/san-jose/1030-south-white-road.html,OPERATIONAL
257,RITE AID 5993,1333 S Winchester Blvd,San Jose,-121.94998999999999,37.300133,Santa Clara,(408) 379-6570,https://www.riteaid.com/locations/ca/san-jose/1333-south-winchester-blvd.html,OPERATIONAL
258,Felipe's Market,1101 W El Camino Real,Sunnyvale,-122.0526,37.372906,Santa Clara,(408) 720-8111,http://www.felipesmarket.com/,OPERATIONAL
259,CHAVEZ SUPERMARKET,666 N Fair Oaks Ave,Sunnyvale,-122.01455,37.390240000000006,Santa Clara,(408) 736-3793,http://www.chavezsuper.com/,OPERATIONAL
260,Fairground Shell 42,2180 Monterey Hwy,San Jose,-121.8614,37.304001,Santa Clara,(408) 292-2746,https://find.shell.com/us/fuel/10007746-2180-monterey-hwy,OPERATIONAL
261,Queen Fresh Fruits,1111 Story Rd,San Jose,-121.85452,37.33234,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
262,Market Day At Shires Memorial Center,180 N 4th St,San Jose,-121.88933,37.340237,Santa Clara,(408) 297-7476,https://covia.org/affordable-housing/affordable-communities/,OPERATIONAL
263,"Nmso, Inc. 68203",1365 Kooser Rd,San Jose,-121.88805,37.245979,Santa Clara,(408) 265-4579,No website listed,OPERATIONAL
264,Meridian Chevron 96336,900 Meridian Ave,San Jose,-121.91353000000001,37.310562,Santa Clara,(408) 297-7987,http://www.chevronwithtechron.com/findastation.aspx,OPERATIONAL
265,L&F FISH MARKET,1448 E Santa Clara St,San Jose,-121.86256000000002,37.349445,Santa Clara,(408) 998-4021,http://www.facebook.com/landffishmarket,OPERATIONAL
266,7-Eleven 14269A,350 N White Rd,San Jose,-121.83601999999999,37.375735999999996,Santa Clara,(408) 251-4729,https://www.7-eleven.com/locations/ca/san-jose/350-north-white-rd-14269?yext=14269,OPERATIONAL
267,WALGREENS 02081,1760 Story Rd,San Jose,-121.84165,37.340786,Santa Clara,(408) 251-9853,https://www.walgreens.com/locator/walgreens-1760+story+rd-san+jose-ca-95122/id=2081,OPERATIONAL
268,GREWAL FOOD & LIQUOR,1711 McLaughlin Ave,San Jose,-121.84651000000001,37.325378,Santa Clara,(408) 293-5744,No website listed,OPERATIONAL
269,Dollar Tree 2785,16975 Monterey St,Morgan Hill,-121.64986999999999,37.124863,Santa Clara,(408) 825-5503,https://www.dollartree.com/locations/ca/morgan-hill/2785/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
270,SANTA FE FOODS,860 S White Rd,San Jose,-121.82172,37.359047,Santa Clara,(408) 258-2599,No website listed,OPERATIONAL
271,HILLSDALE MARKET & LIQUORS,3100 Monterey Hwy,San Jose,-121.84493,37.287483,Santa Clara,(408) 227-8841,No website listed,OPERATIONAL
272,Almaden Market,5965 Almaden Expy,San Jose,-121.87276999999999,37.235096,Santa Clara,(408) 997-7901,No website listed,OPERATIONAL
273,7 ELEVEN 16189 D,1201 Wildwood Ave,Sunnyvale,-121.99463999999999,37.392044,Santa Clara,(408) 739-5240,https://www.7-eleven.com/locations/ca/sunnyvale/1201-wildwood-ave-16189?yext=16189,OPERATIONAL
274,7-Eleven 14324G,1905 Latham St,Mountain View,-122.09608,37.39447,Santa Clara,(650) 965-3762,https://www.7-eleven.com/locations/ca/mountain-view/1905-latham-st-14324?yext=14324,OPERATIONAL
275,La Sonorense Bakery,163 Willow St,San Jose,-121.88158999999999,37.319317,Santa Clara,(408) 286-3767,No website listed,OPERATIONAL
276,Gavilan Market,8110 Westwood Dr,Gilroy,-121.5937,37.014469,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
277,Southgate Liquors,445F Blossom Hill Rd,San Jose,-121.82999,37.251446,Santa Clara,(408) 225-4321,https://southgateliquorsdelivery.com/,OPERATIONAL
278,Trader Joe's 202,17035 Laurel Rd,Morgan Hill,-121.63821999999999,37.130856,Santa Clara,(408) 778-6409,https://locations.traderjoes.com/ca/morgan-hill/202/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
279,Snehas Gifts And Wine,1175 E Homestead Rd,Sunnyvale,-121.99703000000001,37.337887,Santa Clara,(408) 320-1033,No website listed,OPERATIONAL
280,Whole Foods Market 10267,20955 Stevens Creek Blvd,Cupertino,-122.03974,37.322987,Santa Clara,(408) 257-7000,http://www.wholefoodsmarket.com/stores/cupertino,OPERATIONAL
281,Whole Foods Market 10155,4800 El Camino Real,Los Altos,-122.10996999999999,37.399204,Santa Clara,(650) 559-0300,http://www.wholefoodsmarket.com/stores/losaltos,OPERATIONAL
282,Delgadillos Produce & Nuts,1590 Berryessa Rd,San Jose,-121.87971,37.369175,Santa Clara,(408) 453-1110,http://www.sjfm.com/,OPERATIONAL
283,Target Store T-0323,20745 Stevens Creek Blvd,Cupertino,-122.03567,37.322998,Santa Clara,(408) 725-2651,https://www.target.com/sl/cupertino/323,OPERATIONAL
284,LAS PALMAS MERCADO Y CARNICERIA,1080 Saratoga Ave,San Jose,-121.97826,37.305824,Santa Clara,(408) 260-2025,https://www.laspalmasmercado.com/,OPERATIONAL
285,DOLLAR TREE 3203,150 N San Tomas Aquino Rd,Campbell,-121.97653000000001,37.288227,Santa Clara,(408) 963-2535,https://www.dollartree.com/locations/ca/campbell/3203/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
286,Sidhu Market,801 Locust St,San Jose,-121.88663000000001,37.321090999999996,Santa Clara,(408) 297-1463,No website listed,OPERATIONAL
287,CVS Pharmacy 9498,1800 Saratoga Ave,San Jose,-121.99411,37.289722,Santa Clara,(408) 253-3352,https://www.cvs.com/store-locator/cvs-pharmacy-address/1800+Saratoga+Ave-San+Jose-CA-95129/storeid=9498?WT.mc_id=LS_GOOGLE_RX_9498,OPERATIONAL
288,7 ELEVEN 16889G,1591 Flickinger Ave,San Jose,-121.87893999999999,37.390716999999995,Santa Clara,(408) 258-7711,https://www.7-eleven.com/locations/ca/san-jose/1591-flickinger-ave-16889?yext=16889,OPERATIONAL
289,Target Store T-2252,1061 Cochrane Rd,Morgan Hill,-121.64971000000001,37.154881,Santa Clara,(408) 310-4050,https://www.target.com/sl/morgan-hill/2252,OPERATIONAL
290,San Antonio Market 8,202 S 22nd St,San Jose,-121.86643000000001,37.34288,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
291,Walmart Neighborhood Market 4174,1450 Monterey Hwy,San Jose,-121.87145,37.316223,Santa Clara,(408) 454-4508,https://www.walmart.com/store/4174/san-jose-ca/details,OPERATIONAL
292,7 Eleven 14256C,1173 Mclaughlin Ave,San Jose,-121.85292,37.331863,Santa Clara,(408) 279-0243,https://www.7-eleven.com/locations/ca/san-jose/1173-mclaughlin-ave-14256?yext=14256,OPERATIONAL
293,6 To Late Monterey,2784 Monterey Road,San Jose,-121.85027,37.292671,Santa Clara,(408) 229-2555,No website listed,OPERATIONAL
294,Maldonado Produce Lot  218,1590 Berryessa Road,San Jose,-121.87958,37.36916,Santa Clara,No formatted_phone_number listed,No website listed,No business_status listed
295,PAL MARKET,2398 University Ave,East Palo Alto,-122.13942,37.471428,Santa Clara,(650) 321-4163,No website listed,OPERATIONAL
296,7 Eleven 2366 24271C,2800 Benton St,Santa Clara,-121.97811999999999,37.346539,Santa Clara,(408) 246-0517,https://www.7-eleven.com/locations/ca/santa-clara/2800-benton-st-24271?yext=24271,OPERATIONAL
297,QUIK & SAVE,5245 Roeder Rd,San Jose,-121.81001,37.261333,Santa Clara,No place found,No place found,No place found
298,TROPICANA FOODS,1630 Story Rd,San Jose,-121.84481000000001,37.338646000000004,Santa Clara,(408) 923-7833,https://m.facebook.com/tropicanafoods/,OPERATIONAL
299,Stop and Buy,1601 Tully Rd,San Jose,-121.82878999999998,37.320522,Santa Clara,(408) 259-9313,http://www.stopnbuysanjose.com/,OPERATIONAL
300,Manila Oriental Market,2812 S White Rd,San Jose,-121.79661999999999,37.323859999999996,Santa Clara,(408) 414-9000,No website listed,OPERATIONAL
301,ABES LIQUOR & MARKET,1939 Alum Rock Ave,San Jose,-121.85093,37.355057,Santa Clara,(408) 729-9329,No website listed,OPERATIONAL
302,Safeway 1879,551 N Calaveras Blvd,Milpitas,-121.89593,37.433167,Santa Clara,(408) 262-9850,https://local.safeway.com/safeway/ca/milpitas/555-e-calaveras-blvd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
303,Shop N Go,29 S Jackson Ave,San Jose,-121.84301,37.357948,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
304,Union Market,750 S Almaden Ave,San Jose,-121.88525,37.32304,Santa Clara,(408) 295-8590,No website listed,OPERATIONAL
305,7 Eleven 36090A,298 N Capitol Ave,San Jose,-121.84255,37.369842999999996,Santa Clara,(408) 937-1852,https://www.7-eleven.com/locations/ca/san-jose/298-n-capitol-36090?yext=36090,OPERATIONAL
306,Mexico Bakery Inc. 3,1560 Alum Rock Ave,San Jose,-121.85963000000001,37.350803000000006,Santa Clara,(408) 272-0410,https://mexico-bakery-bakery.business.site/,OPERATIONAL
307,7 Eleven 29243E,848 E Evelyn Ave,Sunnyvale,-122.01414,37.370564,Santa Clara,(408) 542-9370,https://www.7-eleven.com/locations/ca/sunnyvale/848-e-evelyn-ave-29243?yext=29243,OPERATIONAL
308,India Cash And Carry,1032 E El Camino Real,Sunnyvale,-122.00589,37.352092999999996,Santa Clara,(408) 735-7383,http://www.indiacashandcarry.com/,OPERATIONAL
309,Target Store T-2281,2161 Monterey Rd,San Jose,-121.86233,37.304543,Santa Clara,(408) 660-1703,https://www.target.com/sl/san-jose-central/2281,OPERATIONAL
