region	resource	free	provider_name	provider_addloc	address	city	state	zip	lat	lon	contact	call_in_advance	email	instructions	web_link	status	mon	tues	wed	thr	fri	sat	sun	public	seniors	children	homeless	clients	uninsured	residents	quality_check_complete	last_update	updated_by	week_1	week_2	week_3	week_4	week_5
san_francisco_county	Groceries	1	SF Marin Food Bank	Bayview Opera House	4705 Third St, San Francisco, 94124	San Francisco	CA	0			(415) 241-6565	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_francisco_county	Groceries	1	SF Marin Food Bank	MLK Middle School	350 Girard Street, San Francisco, 94134	San Francisco	CA	0			(415) 241-6565	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
	Groceries	1	SF Marin Food Bank	SF Ballet	333 Fulton Street, San Francisco, 94102	San Francisco	CA	0				No	""	""		Open	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_francisco_county	Groceries	1	SF Marin Food Bank	Cesar Chavez Elementary School	825 Shotwell St, San Francisco, 94110	San Francisco	CA	0			(415) 241-6565	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	0	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
	Groceries	1	SF Marin Food Bank	Stonestown YMCA	333 Eucalyptus Drive, San Francisco, 94132	San Francisco	CA	0				No	""	""		Open	0	0	12:00 PM - 4:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
	Groceries	1	SF Marin Food Bank	Cow Palace	2600 Geneva, Daly City, 94014	Daly City	CA	0				No	""	""		Open	0	0	0	0	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
	Groceries	1	SF Marin Food Bank	Minnie and Lovie Ward Rec Center	650 Capitol Ave, San Francisco, 94112	San Francisco	CA	0				No	""	""		Open	0	0	0	0	0	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_francisco_county	Groceries	1	SF Marin Food Bank	James Denman Middle School	241 Oneida St, San Francisco, 94112	San Francisco	CA	0			(415) 241-6565	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	0	0	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_francisco_county	Groceries	1	SF Marin Food Bank	Rosa Park Elementary School	2 Hollis St, San Francisco, 94115	San Francisco	CA	0			(415) 241-6565	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	0	0	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_francisco_county	Groceries	1	SF Marin Food Bank	Francisco Middle School	2190 Powell St, San Francisco, 94133	San Francisco	CA	0			(415) 241-6565	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	0	0	0	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_francisco_county	Groceries	1	SF Marin Food Bank	Mission High School	3750 18th St, San Francisco, 94114	San Francisco	CA	0			(415) 241-6565	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	0	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_francisco_county	Groceries	1	SF Marin Food Bank	Bessie Carmichael Elementary	375 7th St, San Francisco, 94103	San Francisco	CA	0			(415) 241-6565	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	0	0	0	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_francisco_county	Groceries	1	SF Marin Food Bank	Cornerstone Church	6190 3rd Street, San Francisco, 94124	San Francisco	CA	0			(415) 241-6565	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	0	0	0	12:00 PM - 4:00 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_francisco_county	Groceries	1	SF Marin Food Bank	Lincoln High School	2162 24th Ave, San Francisco		CA	0			(415) 241-6565	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	0	0	0	0	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
marin_county	Groceries	1	SF Marin Food Bank	Bayside MLK	200 Phillips Drive, Marin City, 94965	Marin City	CA	0			(415) 241-6565	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	0	0	10:30 AM - 12:30 PM	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
marin_county	Groceries	1	SF Marin Food Bank	Marin Child Care Council	555 Northgate Drive Suite 105, San Rafael, 94903	San Rafael	CA	0				No	""	""		Open	0	10:00 AM  - 12:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
marin_county	Groceries	1	SF Marin Food Bank	San Geronimo Valley Community Center	1 Lagunitas School Rd, San Geronimo, 94963	San Geronimo	CA	0			(415) 282-1900	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	0	0	0	12:00 PM - 2:00 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
marin_county	Groceries	1	SF Marin Food Bank	Kerner Drive-through Pantry	2550 Kerner Blvd, San Rafael, 94901	San Rafael	CA	0			(415) 282-1900	No	""	""	https://www.sfmfoodbank.org/find-food/	Open	0	0	0	0	0	10:00 AM - 2:00 PM	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_francisco_county	Groceries	1	Salvation Army	Asian American Yerba Buena	360 4th Street San Francisco, CA		CA	0			(415) 777-2677	No	""	""	https://goldenstate.salvationarmy.org/golden_state_division/golden-state-coronavirus-updates?_ga=2.9432949.1146188221.1586297863-1400207253.1586297863	Closed	0	0	0	0	8:00 AM -10:00 AM	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
san_francisco_county	Groceries	1	Salvation Army	Chinatown Court	1450 Powell Street San Francisco, CA		CA	0			(415) 781-7360	No	""	""	https://goldenstate.salvationarmy.org/golden_state_division/golden-state-coronavirus-updates?_ga=2.47547367.1146188221.1586297863-1400207253.1586297863	Closed	0	0	0	0	8:00 AM -10:00 AM	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
san_francisco_county	Groceries	1	Richmond District Neighborhood Center		741 30th Avenue, San Francisco, CA	San Francisco	CA	0			(408) 266-8950	No	""	""	https://richmondsf.org/feeding-the-richmond-district-covid-19/	Open	4:00 PM - 5:00 PM;	4:30 PM - 5:30 PM; 	0	2:30 PM - 4:00 PM	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Groceries	1	African American Community Service Agency		"304 N. 6th St.
San Jose, CA - 95112"		CA	0			(408) 292-3157	No	""	""	http://www.sjaacsa.org	Closed	0	0	0	0	12:00 PM -2:00 PM	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Groceries	1	The Lord's Pantry		121 South White, San Jose, CA 95127	San Jose	CA	0			(408) 258-7563	Yes	""	""	https://www.lordspantrygdlcsj.com/	Open	9:00 AM - 3:00 PM;	9:00 AM - 3:00 PM;	12:30 PM - 3:00 PM	9:00 AM - 3:00 PM;	9:00 AM - 3:00 PM;	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Groceries	1	Friendship Church of God in Christ		"1654 E. San Antonio Street
San Jose, CA - 95116"		CA	0			(408) 258-5445	No	""	""	https://www.shfb.org/docs/getfood/foodresources_eastsj.pdf	Closed	0	8:00 AM - 4:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Groceries	1	Santa Maria Urban Ministry		South Almaden Avenue, San Jose, CA 95110	San Jose	CA	0			(408) 292-3314	No	""	""	https://www.santamariasj.org/	Open	9:00 AM -11:45 AM; 1ST SATURDAY	9:00 AM -11:45 AM; 1ST SATURDAY	9:00 AM -11:45 AM; 1ST SATURDAY	9:00 AM -11:45 AM; 1ST SATURDAY	9:00 AM -11:45 AM; 1ST SATURDAY	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Groceries	1	Our Lady of Refuge San Jose Parish		2165 Lucretia Avenue, San Jose, CA 95122	San Jose	CA	0			(408) 715-2278	No	""	""	https://www.ourladyofrefugesj.org/	Open	0		0	0	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Groceries	1	Second Harvest Food Bank	Santa Cruz Hotline			CA	0			(831) 662-0991	No	""	""	https://www.thefoodbank.org/find-foodcomida/nutrition-programs/passion-for-produce/	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
monterey_county	Groceries	1	Second Harvest Food Bank	Monterey Hotline			CA	0			(831) 758-1523	No	""	""	https://www.thefoodbank.org/find-foodcomida/nutrition-programs/food-for-children/	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
san_benito_county_county	Groceries	1	Second Harvest Food Bank	San Benito Hotline			CA	0			(831) 637-0340	No	""	""	https://www.thefoodbank.org/food-distribution-nutrition-education-locations-times/	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Core Service Agency	1	Community Bridges La Manzana		4371, 521 Main St Suite Y, Watsonville, CA 95076	521 Main St Suite Y, Watsonville	CA	0			(831) 724-2997	No	""	""	https://communitybridges.org/covid19/		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Core Service Agency	1	Community Bridges Live Oak		1740 17th Ave, Santa Cruz, CA 95062	Santa Cruz	CA	0			(831) 476-7284		""	""	https://communitybridges.org/covid19/		Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Core Service Agency	1	Community Bridges Mountain		6134 Hwy 9, Felton, CA 95018	Felton	CA	0			(831) 335-6600		""	""	https://communitybridges.org/covid19/		Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	Monday to Thursday, 9-5pm. Closed for lunch 12-1pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Core Service Agency	1	Community Bridges-Nueva Vista		711 E Cliff Dr, Santa Cruz, CA 95060	Santa Cruz	CA	0			(831) 423-5747		""	""	https://communitybridges.org/covid19/		Monday to Friday, 9-1pm, 2-5:30 pm.	Monday to Friday, 9-1pm, 2-5:30 pm.	Monday to Friday, 9-1pm, 2-5:30 pm.	Monday to Friday, 9-1pm, 2-5:30 pm.	Monday to Friday, 9-1pm, 2-5:30 pm.	Monday to Friday, 9-1pm, 2-5:30 pm.	Monday to Friday, 9-1pm, 2-5:30 pm.	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Core Service Agency	1	Pajaro Valley Loaves and Fishes		150 Second Street, Watsonville		CA	0			(831) 319-4571		""	""	https://pvloavesandfishes.org/index.htm		Mon-Fri (can go twice per month per family), 9am-11:30 am, 1pm-3pm	Mon-Fri (can go twice per month per family), 9am-11:30 am, 1pm-3pm	Mon-Fri (can go twice per month per family), 9am-11:30 am, 1pm-3pm	Mon-Fri (can go twice per month per family), 9am-11:30 am, 1pm-3pm	Mon-Fri (can go twice per month per family), 9am-11:30 am, 1pm-3pm	Mon-Fri (can go twice per month per family), 9am-11:30 am, 1pm-3pm	Mon-Fri (can go twice per month per family), 9am-11:30 am, 1pm-3pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Core Service Agency	1	Salvation Army Santa Cruz Corps Community Center		721 Laurel St., Santa Cruz		CA	0			(831) 426-8365		""	""	https://www.facebook.com/SalvationArmySantaCruz/photos/a.164182096955865/3857580534282651/?type=3&theater, https://santacruz.salvationarmy.org/santa_cruz_corps		Monday-Thursday, 9am-11:30am	Monday-Thursday, 9am-11:30am	Monday-Thursday, 9am-11:30am	Monday-Thursday, 9am-11:30am	Monday-Thursday, 9am-11:30am	Monday-Thursday, 9am-11:30am	Monday-Thursday, 9am-11:30am	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Core Service Agency	1	Community Action Board: Davenport Center		150 Church St., Santa Cruz		CA	0			(831) 425-8115		""	""	https://cabinc.org/drsc/		"Mondays 10a-6pm. Canned and dry goods (CALL TO
 SCHEDULE) Tuedays 2-4pm. Food and produce. General Hours: Monday-Thursday 10:00 am - 6:00 pm (Closed for Lunch / closed for lunch from 1:00 - 1:30 pm)"	"Mondays 10a-6pm. Canned and dry goods (CALL TO
 SCHEDULE) Tuedays 2-4pm. Food and produce. General Hours: Monday-Thursday 10:00 am - 6:00 pm (Closed for Lunch / closed for lunch from 1:00 - 1:30 pm)"	"Mondays 10a-6pm. Canned and dry goods (CALL TO
 SCHEDULE) Tuedays 2-4pm. Food and produce. General Hours: Monday-Thursday 10:00 am - 6:00 pm (Closed for Lunch / closed for lunch from 1:00 - 1:30 pm)"	"Mondays 10a-6pm. Canned and dry goods (CALL TO
 SCHEDULE) Tuedays 2-4pm. Food and produce. General Hours: Monday-Thursday 10:00 am - 6:00 pm (Closed for Lunch / closed for lunch from 1:00 - 1:30 pm)"	"Mondays 10a-6pm. Canned and dry goods (CALL TO
 SCHEDULE) Tuedays 2-4pm. Food and produce. General Hours: Monday-Thursday 10:00 am - 6:00 pm (Closed for Lunch / closed for lunch from 1:00 - 1:30 pm)"	"Mondays 10a-6pm. Canned and dry goods (CALL TO
 SCHEDULE) Tuedays 2-4pm. Food and produce. General Hours: Monday-Thursday 10:00 am - 6:00 pm (Closed for Lunch / closed for lunch from 1:00 - 1:30 pm)"	"Mondays 10a-6pm. Canned and dry goods (CALL TO
 SCHEDULE) Tuedays 2-4pm. Food and produce. General Hours: Monday-Thursday 10:00 am - 6:00 pm (Closed for Lunch / closed for lunch from 1:00 - 1:30 pm)"	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	Holy Cross Church of Santa Cruz		210 High St.,#102, Santa Cruz		CA	0			831(469) 063-1102	No	""	""	https://holycrosssantacruz.com/community-service/	Closed	0	0	10:00 AM - 2:00 PM	0	10:00 AM - 2:00 PM	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Meal	1	St. Francis Catholic Kitchen		205 Mora St., Santa Cruz		CA	0			(831) 459-6712	No	""	""	https://stfrancissoupkitchen.org/soup-kitchen/	Open	12:00 PM - 1:00 PM	12:00 PM - 1:00 PM	12:00 PM - 1:00 PM	12:00 PM - 1:00 PM	12:00 PM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	Santa Cruz Bible Church		440 Frederick St., Santa Cruz		CA	0			(831) 429-1162	No	""	""	https://santacruzbible.org/live-streaming-details/	Open	0	10:00 AM - 12:00 PM	0	10:00 AM - 12:00 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	"Twin Lakes Church ""People’s Pantry"""		2701 Cabrillo College Rd., Aptos		CA	0			(831) 465-3300	No	""	""	https://www.tlc.org/peoplespantry/	Open	0	0	3:30 PM - 5:30 PM	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	Resurrection Catholic Church		7600 Soquel Drive, Aptos		CA	0			(831) 688-4300	No	""	""	https://resurrection-aptos.org/publication/view/4-12-20-e-easter-sunday-bulletin/	Open	10:00 AM - 12:00 PM	0	0	0	10:00 AM - 12:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	San Agustin Church (St. Vincent De Paul)		257 Glenwood Dr., Scotts Valley		CA	0			(831) 423-0878	No	""	""	https://svdp-santacruz.org/get-help	Open	0	0	12 PM - 2:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	St. Philips Church		5271 Scotts Valley Dr., Scotts Valley		CA	0			(831) 438-4360	No	""	""	https://www.stphilip-sv.net/food-pantry	Open	0	0	0	5:00 PM - 6:30 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	Valley Churches United		9400 Hwy 9, Ben Lomond, CA 95005	Ben Lomond	CA	0			831(336) 825-8232	No	""	""	https://vcum.org/services/	Open	"Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm"	"Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm"	"Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm"	"Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm"	"Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm"	"Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm"	"Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm"	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	Progressive Missionary Baptist Church		517 Center St., Santa Cruz		CA	0			(831) 423-6388	No	""	""		Closed	10:00 AM - 12:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Groceries	1	Santa Cruz County Fairgrounds		2601 E Lake Ave, Watsonville, CA 95076	Watsonville	CA	0				No	""	""	https://tpgonlinedaily.com/second-harvest-food-banks-drive-through-distribution-continues/	Open	0	0	0	0	9:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	East Cliff Family Health Center		21507 E Clilff Drive Santa Cruz		CA	0			(831) 427-3500	No	""	""	https://www.facebook.com/schealthcenters/photos/a.10150869089135182/10163193988225182/?type=3&theater	Open	0	0	3:30 PM - 5:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	Our Lady Star of the Sea Church (St Vincent De Paul)		515 Frederick Street, Santa Cruz, CA 95062	Santa Cruz	CA	0			(888) 245-9187	No	""	""	https://svdp-santacruz.org/get-help	Open	0	10:00 AM - 12:00 PM	0	10:00 AM - 12:00 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	St.Joseph's Church (St Vincent De Paul)		435 Monterey Avenue, Santa Cruz, CA	Santa Cruz	CA	0			(888) 245-9187	No	""	""	https://svdp-santacruz.org/get-help	Open	0	0	10:00 AM - 12:00 PM.	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Groceries	1	Grey Bears Healthy Food Delivery		710 Chanticleer Avenue, Santa Cruz, California 95065	Santa Cruz	CA	0			(831) 479-1055	No	""	""	https://www.greybears.org/get-involved/online-membership-form/	Closed	Application must be filled out and approved	Application must be filled out and approved	Application must be filled out and approved	Application must be filled out and approved	Application must be filled out and approved	Application must be filled out and approved	Application must be filled out and approved	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
alameda_county	Groceries	1	Merritt College – Food Pantry		12500 Campus Dr Oakland CA 94619		CA	0			(510) 436-2414	No	""	""	https://www.merritt.edu/wp/foodbank/	Open	2nd Thursday: 12:00 pm - 4:00 pm, 4th Thursday: 12:00 pm – 4:00 pm	2nd Thursday: 12:00 pm - 4:00 pm, 4th Thursday: 12:00 pm – 4:00 pm	2nd Thursday: 12:00 pm - 4:00 pm, 4th Thursday: 12:00 pm – 4:00 pm	2nd Thursday: 12:00 pm - 4:00 pm, 4th Thursday: 12:00 pm – 4:00 pm	2nd Thursday: 12:00 pm - 4:00 pm, 4th Thursday: 12:00 pm – 4:00 pm	2nd Thursday: 12:00 pm - 4:00 pm, 4th Thursday: 12:00 pm – 4:00 pm	2nd Thursday: 12:00 pm - 4:00 pm, 4th Thursday: 12:00 pm – 4:00 pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_clara_county	Core Service Agency	1	Fair Oaks Community Center		2600 Middlefield Rd., Redwood City		CA	0			(650) 780-7500	No	""	""	https://www.redwoodcity.org/departments/parks-recreation-and-community-services/facilities/community-centers		"Mon 8:00am-5:00pm
Tues-Wed-Thurs 8:00-9:00pm
Fri 8:00-7:00pm"	"Mon 8:00am-5:00pm
Tues-Wed-Thurs 8:00-9:00pm
Fri 8:00-7:00pm"	"Mon 8:00am-5:00pm
Tues-Wed-Thurs 8:00-9:00pm
Fri 8:00-7:00pm"	"Mon 8:00am-5:00pm
Tues-Wed-Thurs 8:00-9:00pm
Fri 8:00-7:00pm"	"Mon 8:00am-5:00pm
Tues-Wed-Thurs 8:00-9:00pm
Fri 8:00-7:00pm"	"Mon 8:00am-5:00pm
Tues-Wed-Thurs 8:00-9:00pm
Fri 8:00-7:00pm"	"Mon 8:00am-5:00pm
Tues-Wed-Thurs 8:00-9:00pm
Fri 8:00-7:00pm"	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_clara_county	Core Service Agency	1	Bill Wilson Center		349 The Alameda, Santa Clara, CA	Santa Clara	CA	0			(408) 243-0222		""	""	www.billwilsoncenter.org		Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_clara_county	Core Service Agency	1	The Health Trust		3180 Newberry Dr., Suite 200, San Jose, 95118	Suite 200, San Jose	CA	0			4085138700(408) 448-4055		""	""	https://healthtrust.org/covid-19/	Closed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Housing	1	Life Moves - George Travis House		260 Commercial Street, San Jose, Ca 95112	San Jose	CA	0			(408) 271-1630		""	""	www.lifemoves.org/directory/georgia-travis-house/		Monday - Friday, 8:30 am - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_clara_county	Housing	1	Heritage Home: City Team		435 North Third Street San Jose, CA 95112		CA	0			(408) 294-1238		""	""	www.cityteam.org/san-jose/programs/heritage-home/	Closed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_clara_county	Housing	1	Office of Supportive Housing		2310 N. First Street , Suite 201, San Jose, CA 95131	Suite 201, San Jose	CA	0			(408) 278-6400		""	""		Closed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_clara_county	Housing	1	HomeFirst Outreach Hotline		Call Number 408.510.7600		CA	0			(408) 539-2100		""	""	www.homefirstscc.org		Call Number 408.510.7601	Call Number 408.510.7601	Call Number 408.510.7601	Call Number 408.510.7601	Call Number 408.510.7601	Call Number 408.510.7601	Call Number 408.510.7601	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
	Housing	1	Shelter Project		501 Soquel Ave (Suite E) Santa Cruz CA 95062		CA	0			(831) 457-1741		""	""	https://www.lashicap.org/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
monterey_county	Housing	1	Salvation Army Good Samaritan Center		800 Scott Street Seaside CA 93955		CA	0			(831) 899-4988		""	""	https://montereypeninsula.salvationarmy.org/		Monday - Friday, 8:30 am - 5:00 pm;  Sunday, 8:30am-12:30pm	Monday - Friday, 8:30 am - 5:00 pm;  Sunday, 8:30am-12:30pm	Monday - Friday, 8:30 am - 5:00 pm;  Sunday, 8:30am-12:30pm	Monday - Friday, 8:30 am - 5:00 pm;  Sunday, 8:30am-12:30pm	Monday - Friday, 8:30 am - 5:00 pm;  Sunday, 8:30am-12:30pm	Monday - Friday, 8:30 am - 5:00 pm;  Sunday, 8:30am-12:30pm	Monday - Friday, 8:30 am - 5:00 pm;  Sunday, 8:30am-12:30pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
