,attributes.OBJECTID,attributes.FACILITYID,attributes.INTID,attributes.SITENAME,attributes.SITEADDRESS,attributes.OPENDAYS,attributes.OPENTIMES,attributes.OPENDATES,attributes.MEALTYPES,attributes.SITETYPE,attributes.SITESTATUS,attributes.DESCRIPTION,attributes.PHONENUMBER,attributes.EMAIL,attributes.WEBLINK,attributes.CITYNAME,attributes.CITYCOUNCILDISTRICT,attributes.LASTUPDATE,attributes.LASTEDITOR,attributes.NOTES,attributes.ENTERPRISEID,attributes.DESCRIPTIONLONG,geometry.x,geometry.y
49,267,267,267,Redemption DBA Jubilee Outreach,161 Nortech Parkway San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,4,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000267,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13576289,4498319
50,268,268,268,Operation Share,479 Blossom Hill Road San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,10,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000268,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13562525,4474370
51,269,269,269,Gloria Dei Lutheran Church - Lord's Pantry,121 South White Road San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000269,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13561725.55,4489992.008
52,270,270,270,WestGate South Hills Church,6601 Camden Ave. San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,10,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000270,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13564966,4470235
53,271,271,271,The Home Church,1799 S. Winchester Blvd. Campbell,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Campbell,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000271,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13575405,4479727
54,272,272,272,St. Justin Community Ministry,2655 Homestead Road Santa Clara,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Santa Clara,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000272,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13578233,4486444
55,273,273,273,SVDP Saint Athanasius,160 N.  Rengstorff Ave. Mountain View,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Mountain View,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000273,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13591719,4495681
56,274,274,274,Downtown Streets Team,425 Hamilton Ave. Palo Alto,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Palo Alto,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000274,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13598664,4501550
57,275,275,275,St. Julie Billiart Parish,386 Saint Julie's Drive San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,2,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000275,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13559022,4470855
58,276,276,276,Health Trust- Jerry Larson FOODBasket,1043 Garland Avenue San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,6,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000276,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13571060,4485175
59,277,277,277,FISH of South Valley San Jose,5100 Camden Ave. Rooms A1 & A2 San Jose,Thursday,4:00 PM - 5:30 PM,,Pantry,Pantry,Open,Food program provided by a Non-Profit organization to the community,408-669-4949,svfish@stlcsj.org,https://www.svfish.org/,San Jose,9,1588636200000,FME,Source: Survey 123,EOC-FDFS-0000000277,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13570635,4473496
60,278,278,278,Rahima Foundation,1823 Houret Ct. Milpitas,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Milpitas,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000278,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13569541,4495719
61,279,279,279,River of Life Foundation,1177 Laurelwood Road Santa Clara,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Santa Clara,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000279,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13575766,4492116
62,280,280,280,Crossroad Community Service,990 S. Capitol Avenue San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000280,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13561694,4488277
63,281,281,281,Antioch Baptist Church,268 E. Julian Street San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000281,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13568503,4487071
64,282,282,282,True Vine Baptist Church,505 South White Road San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000282,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13561279,4489456
65,283,283,283,Logos Christian Fellowship,4801 Alum Rock Avenue San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Unincorporated,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000283,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13561381,4491117
66,284,284,284,Trinity Presbyterian Church,3151 Union Avenue San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,9,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000284,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13573477,4476274
67,285,285,285,St. James African Methodist Episcopal Church,1916 E. San Antonio Street San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000285,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13564026,4488313
68,286,286,286,Iglesias del Dios Vivo El Buen Pastor,1937 Concourse Drive San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,4,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000286,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13569433,4494564
69,287,287,287,Fourth Street Apartments,1460 N. Fourth Street San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000287,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13570687,4490073
70,288,288,288,El Rancho Verde-PSCDC,300 Checkers Dr San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000288,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13565220,4489535
71,289,289,289,YMCA of SV - Central YMCA,1717 The Alameda San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,6,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000289,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13572057,4486329
72,290,290,290,San Jose Conservation Corps and Charter School,1560 Berger Drive San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000290,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13569518,4491172
73,291,291,291,Ronald McDonald House Charities Bay Area,520 Sand Hill Road Palo Alto,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Palo Alto,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000291,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13600348,4500951
74,292,292,292,Association of Auxiliaries for Children,725 Welch Road Palo Alto,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Palo Alto,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000292,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13600260,4500101
75,293,293,293,Bible Way Christian Center,2090 Oakland Road San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,4,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000293,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13570039,4494281
76,294,294,294,Union Community Resources - Laborers Local 270,2195 Fortune Dr. San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,4,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000294,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13568652,4495137
77,295,295,295,West Valley Presbyterian Church,6191 Bollinger Road Cupertino,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Cupertino,1,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000295,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13582383,4482471
78,296,296,296,Portuguese Organization for Social Services (Pantry),1115 East Santa Clara Street San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000296,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13566340.83,4487585.563
79,297,297,297,LifeMoves - Opportunity Services Center,33 Encina Ave Palo Alto,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Palo Alto,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000297,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13598899,4500488
80,298,298,298,SHFB Emergency Bag Program SCC,750 Curtner Avenue San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,6,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000298,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13567309,4479844
81,299,299,299,Cypress Community and Senior Center,403 S. Cypress Ave. San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,1,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000299,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13576512,4483910
82,300,300,300,St. Maria Goretti Catholic Church (Brown Bag),2980 Senter Road San Jose,,,,,Brown Bag,Closed,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000300,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13562600.96,4480546.685
83,301,301,301,Union Church of Cupertino,20900 Stevens Creek Blvd. Cupertino,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Cupertino,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000301,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13585276,4484196
84,302,302,302,Gloria Dei Lutheran Church,121 South White Road San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000302,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13561702.4,4489954.305
85,303,303,303,Gilroy Senior Center,7371 Hanna St. Gilroy,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Gilroy,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000303,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13533484,4439788
86,304,304,304,Los Gatos-Saratoga Recreation Ctr.,208 East Main St. Los Gatos,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Los Gatos,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000304,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13578501,4469916
87,305,305,305,Mayfair Golden Manor,2627 Madden Ave. San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000305,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13563165,4490102
88,306,306,306,Mountain View Senior Center,266 Escuela Ave. Mountain View,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Mountain View,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000306,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13591323,4494826
89,307,307,307,Gardner Community Center,520 W. Virginia St. San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000307,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13569377,4483807
90,308,308,308,Sacred Heart Catholic Church,311 Willow Street San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000308,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13568185.48,4483482.155
91,309,309,309,Saint Clare Parish,941 Lexington Street Santa Clara,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Santa Clara,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000309,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13574621,4487752
92,310,310,310,Southside Senior Center,5585 Cottle Road San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,2,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000310,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13559171,4474341
93,311,311,311,Willow Glen United Methodist Church,1420 Newport Ave. San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,6,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000311,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13569944,4481206
94,312,312,312,Yu-Ai-Kai at the Buddhist Church,640 N. 5th Street San Jose,,,,,Brown Bag,Closed,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000312,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13569275,4487962
