,site_name,address,city,long,lat,county,lat_gmaps,lng_gmaps,hours,zipcode,phone,website,status
193,SAFEWAY  1505,905 1st St,Gilroy,-121.5891,37.013607,Santa Clara,37.0144901,-121.5891065,"Monday: 5:00 AM – 11:00 PM
Tuesday: 5:00 AM – 11:00 PM
Wednesday: 5:00 AM – 11:00 PM
Thursday: 5:00 AM – 11:00 PM
Friday: 5:00 AM – 11:00 PM
Saturday: 5:00 AM – 11:00 PM
Sunday: 5:00 AM – 11:00 PM",95020,(408) 842-6446,https://local.safeway.com/safeway/ca/gilroy/905-first-st.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
194,Madina Halal Market,2268 Senter Rd,San Jose,-121.85008,37.310417,Santa Clara,37.3106796,-121.8485224,"Monday: 10:00 AM – 6:00 PM
Tuesday: 10:00 AM – 6:00 PM
Wednesday: 10:00 AM – 6:00 PM
Thursday: 10:00 AM – 6:00 PM
Friday: 10:00 AM – 6:00 PM
Saturday: 10:00 AM – 6:00 PM
Sunday: 10:00 AM – 6:00 PM",95112,(669) 230-5934,No website listed,OPERATIONAL
195,Lucky 774,234 Saratoga Ave,Santa Clara,-121.96555,37.328583,Santa Clara,37.329089,-121.966587,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 6:00 AM – 10:00 PM",95050,(408) 296-0515,No website listed,OPERATIONAL
196,"Rica Panaderia, Inc. 3",1663 Tully Rd,San Jose,-121.82717,37.321632,Santa Clara,37.3221186,-121.8274851,"Monday: 4:00 AM – 10:00 PM
Tuesday: 4:00 AM – 10:00 PM
Wednesday: 4:00 AM – 10:00 PM
Thursday: 4:00 AM – 10:00 PM
Friday: 4:00 AM – 10:00 PM
Saturday: 4:00 AM – 10:00 PM
Sunday: 4:00 AM – 10:00 PM",95122,(408) 923-5126,No website listed,OPERATIONAL
197,Chavez Supermarket,2327 McKee Rd,San Jose,-121.84921000000001,37.366058,Santa Clara,37.3671553,-121.8495445,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95116,(408) 929-5208,http://www.chavezsuper.com/,OPERATIONAL
198,Mabury Market,788 N King Rd,San Jose,-121.86907,37.366562,Santa Clara,37.3668558,-121.8689698,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 6:00 AM – 10:00 PM",95133,(669) 284-6101,No website listed,OPERATIONAL
199,EARLS BOTTLE SHOP,299 S Capitol Ave,San Jose,-121.8325,37.358554999999996,Santa Clara,37.3587561,-121.8330481,"Monday: 7:30 AM – 12:00 AM
Tuesday: 7:30 AM – 12:00 AM
Wednesday: 7:30 AM – 12:00 AM
Thursday: 7:30 AM – 12:00 AM
Friday: 7:30 AM – 1:00 AM
Saturday: 7:30 AM – 1:00 AM
Sunday: 7:30 AM – 12:00 AM",95127,(408) 926-1815,No website listed,OPERATIONAL
200,Halal Market,583 Saratoga Ave,Santa Clara,-121.95475,37.341194,Santa Clara,37.340661,-121.9550544,"Monday: 10:00 AM – 8:00 PM
Tuesday: Closed
Wednesday: 10:00 AM – 9:00 PM
Thursday: 10:00 AM – 9:00 PM
Friday: 10:00 AM – 9:00 PM
Saturday: 10:00 AM – 9:00 PM
Sunday: 10:00 AM – 8:00 PM",95050,(408) 260-0327,No website listed,OPERATIONAL
201,Lucky 763,844 Blossom Hill Rd,San Jose,-121.8568,37.250225,Santa Clara,37.249582,-121.857372,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 6:00 AM – 10:00 PM",95123,(408) 578-8484,No website listed,OPERATIONAL
202,Maiwand Market Of Santa Clara,2915 El Camino Real,Santa Clara,-121.97946999999999,37.352478000000005,Santa Clara,37.3526624,-121.9795204,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: 9:00 AM – 9:00 PM",95050,(408) 985-0988,http://www.maiwandmarket.com/,OPERATIONAL
203,WALGREENS 2740,3460 El Camino Real,Santa Clara,-121.99217,37.352253000000005,Santa Clara,37.3519127,-121.9922304,"Monday: 8:00 AM – 12:00 AM
Tuesday: 8:00 AM – 12:00 AM
Wednesday: 8:00 AM – 12:00 AM
Thursday: 8:00 AM – 12:00 AM
Friday: 8:00 AM – 12:00 AM
Saturday: 8:00 AM – 12:00 AM
Sunday: 8:00 AM – 12:00 AM",95051,(408) 261-1047,https://www.walgreens.com/locator/walgreens-3460+el+camino+real-santa+clara-ca-95051/id=2740,OPERATIONAL
204,SAFEWAY  1465,5146 Stevens Creek Blvd,San Jose,-121.99318999999998,37.323013,Santa Clara,37.32078690000001,-121.9926089,"Monday: 5:00 AM – 11:00 PM
Tuesday: 5:00 AM – 11:00 PM
Wednesday: 5:00 AM – 11:00 PM
Thursday: 5:00 AM – 11:00 PM
Friday: 5:00 AM – 11:00 PM
Saturday: 5:00 AM – 11:00 PM
Sunday: 5:00 AM – 11:00 PM",95129,(408) 556-0610,https://local.safeway.com/safeway/ca/san-jose/5146-stevens-creek-blvd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
205,Marina Brothers Inc./Marina Grocery,4148 Monterey Hwy,San Jose,-121.83511000000001,37.278095,Santa Clara,37.278771,-121.832867,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 8:00 AM – 8:00 PM
Sunday: 8:00 AM – 8:00 PM",95111,(408) 224-8786,No website listed,OPERATIONAL
206,WALGREENS 02957,1660 Winchester Blvd,Campbell,-121.94986999999999,37.293071999999995,Santa Clara,37.29303830000001,-121.9492255,"Monday: 7:00 AM – 12:00 AM
Tuesday: 7:00 AM – 12:00 AM
Wednesday: 7:00 AM – 12:00 AM
Thursday: 7:00 AM – 12:00 AM
Friday: 7:00 AM – 12:00 AM
Saturday: 7:00 AM – 12:00 AM
Sunday: 7:00 AM – 12:00 AM",95008,(408) 378-7916,https://www.walgreens.com/locator/walgreens-1660+winchester+blvd-campbell-ca-95008/id=2957,OPERATIONAL
207,Diridon Market,98 Sunol St,San Jose,-121.90619,37.329082,Santa Clara,37.3290308,-121.9063359,"Monday: 9:00 AM – 11:00 PM
Tuesday: 9:00 AM – 11:00 PM
Wednesday: 9:00 AM – 11:00 PM
Thursday: 9:00 AM – 11:00 PM
Friday: 9:00 AM – 11:00 PM
Saturday: 9:00 AM – 11:00 PM
Sunday: 9:30 AM – 11:00 PM",95126,(408) 292-4156,No website listed,OPERATIONAL
208,99 RANCH MARKET 61,1688 Hostetter Rd,San Jose,-121.88394,37.387691,Santa Clara,37.38632070000001,-121.8844061,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM",95131,(408) 436-8899,http://www.99ranch.com/,OPERATIONAL
209,"NMSO, Inc. 68202",1598 Alum Rock Ave,San Jose,-121.85916999999999,37.351036,Santa Clara,37.3508727,-121.8591297,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95116,(408) 259-1841,No website listed,OPERATIONAL
210,"NMSO, Inc. 68204",2790 Story Rd,San Jose,-121.82458000000001,37.352385999999996,Santa Clara,37.3522673,-121.8244782,No hours listed,95127,No formatted_phone_number listed,No website listed,No business_status listed
211,Rotten Robbie 42,455 E Julian St,San Jose,-121.88463999999999,37.344947999999995,Santa Clara,37.345212,-121.8849689,"Monday: 5:30 AM – 11:00 PM
Tuesday: 5:30 AM – 11:00 PM
Wednesday: 5:30 AM – 11:00 PM
Thursday: 5:30 AM – 11:00 PM
Friday: 5:30 AM – 11:00 PM
Saturday: 6:00 AM – 11:00 PM
Sunday: 7:00 AM – 11:00 PM",95112,(408) 294-8924,http://www.rottenrobbie.com/,OPERATIONAL
212,La Morenita Produce,575 1st St,Gilroy,-121.57967,37.013435,Santa Clara,37.0136753,-121.5797191,"Monday: 10:00 AM – 7:00 PM
Tuesday: 10:00 AM – 7:00 PM
Wednesday: 10:00 AM – 7:00 PM
Thursday: 10:00 AM – 7:00 PM
Friday: 10:00 AM – 7:00 PM
Saturday: 10:00 AM – 5:00 PM
Sunday: 10:00 AM – 5:00 PM",95020,(831) 206-7993,No website listed,OPERATIONAL
213,DOLLARTREE 7810,6741 Camino Arroyo,Gilroy,-121.55001999999999,37.001019,Santa Clara,37.0001099,-121.5523884,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 10:00 AM – 8:00 PM",95020,(408) 427-0046,https://www.dollartree.com/locations/ca/gilroy/7810/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
214,7 Eleven 23585d 23585D,706 Benton St,Santa Clara,-121.941,37.351692,Santa Clara,37.351698,-121.941016,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95050,(408) 260-9083,https://www.7-eleven.com/locations/ca/santa-clara/706-benton-st-23585?yext=23585,OPERATIONAL
215,Grewal Food & Liquor,517 Mclaughlin Ave,San Jose,-121.86118,37.340286,Santa Clara,37.340516,-121.862128,"Monday: 7:00 AM – 11:30 PM
Tuesday: 7:00 AM – 11:30 PM
Wednesday: 7:00 AM – 11:30 PM
Thursday: 7:00 AM – 11:30 PM
Friday: 7:00 AM – 12:00 AM
Saturday: 7:00 AM – 12:00 AM
Sunday: 7:00 AM – 11:30 PM",95116,(408) 295-5751,https://grewal-food-liquors.business.site/,OPERATIONAL
216,King Tully Shell 161,1698 Tully Rd,San Jose,-121.82613,37.322044,Santa Clara,37.3219407,-121.8260466,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95122,(408) 238-6259,https://find.shell.com/us/fuel/10008277-1698-tully-road,OPERATIONAL
217,Santana Row Farmers Market,378 Between Olin Ave & Olsen Dr.,San Jose,-121.94872,37.320434999999996,Santa Clara,37.3199011,-121.9483389,"Monday: Closed
Tuesday: Closed
Wednesday: 4:00 – 8:00 PM
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",95128,(800) 806-3276,http://www.cafarmersmkts.com/santanarow-farmers-market/,OPERATIONAL
218,Walmart Neighborhood Market 3023,4055 Evergreen Village Square,San Jose,-121.77354,37.313759000000005,Santa Clara,37.3135931,-121.7731844,"Monday: 7:00 AM – 8:30 PM
Tuesday: 7:00 AM – 8:30 PM
Wednesday: 7:00 AM – 8:30 PM
Thursday: 7:00 AM – 8:30 PM
Friday: 7:00 AM – 8:30 PM
Saturday: 7:00 AM – 8:30 PM
Sunday: 7:00 AM – 8:30 PM",95135,(408) 826-0338,https://www.walmart.com/store/3023/san-jose-ca/details,OPERATIONAL
219,7 Eleven 25950A,1002 W Evelyn Ave,Sunnyvale,-122.04517,37.383175,Santa Clara,37.3827988,-122.0454535,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",94086,(408) 735-1711,https://www.7-eleven.com/locations/ca/sunnyvale/1002-west-evelyn-ave-25950?yext=25950,OPERATIONAL
220,Target Store T-1927,879 Blossom Hill Rd,San Jose,-121.8614,37.25053,Santa Clara,37.2522666,-121.8605737,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95123,(408) 513-3002,https://www.target.com/sl/san-jose-oakridge/1927,OPERATIONAL
221,ECONO LIQUOR & FOODS,3112 McKee Rd,San Jose,-121.83538,37.375217,Santa Clara,37.3784395,-121.8300637,"Monday: 9:00 AM – 11:00 PM
Tuesday: 9:00 AM – 11:00 PM
Wednesday: 9:00 AM – 11:00 PM
Thursday: 9:00 AM – 11:00 PM
Friday: 9:00 AM – 12:00 AM
Saturday: 9:00 AM – 12:00 AM
Sunday: 9:00 AM – 11:00 PM",95127,(408) 929-1111,No website listed,OPERATIONAL
222,SMART & FINAL 327,1265 S Mary Ave,Sunnyvale,-122.05061,37.352428,Santa Clara,37.3535453,-122.0513143,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 6:00 AM – 10:00 PM",94087,(408) 245-4423,http://locations.smartandfinal.com/ca/sunnyvale/327/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
223,LOS CUATES MARKET,1511 S Winchester Blvd,San Jose,-121.94997,37.296577,Santa Clara,37.2965725,-121.9505551,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM",95128,(408) 374-4304,No website listed,OPERATIONAL
224,Target Store T-2238,3155 Silver Creek Rd,San Jose,-121.81133,37.307522,Santa Clara,37.30735199999999,-121.813394,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95121,(408) 238-7800,https://www.target.com/sl/san-jose-east/2238,OPERATIONAL
225,ROSE INTERNATIONAL MARKET,1060 Castro St,Mountain View,-122.08471999999999,37.384464,Santa Clara,37.38557850000001,-122.084535,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM",94040,(650) 960-1900,http://rosemarketcatering.com/,OPERATIONAL
226,Russian Cafe & Deli,1712 Winchester Blvd,Campbell,-121.94985,37.292248,Santa Clara,37.29244169999999,-121.9495056,"Monday: 11:00 AM – 8:00 PM
Tuesday: 11:00 AM – 8:00 PM
Wednesday: 11:00 AM – 8:00 PM
Thursday: 11:00 AM – 8:00 PM
Friday: 11:00 AM – 8:00 PM
Saturday: 11:00 AM – 8:00 PM
Sunday: 11:00 AM – 6:00 PM",95008,(408) 379-6680,http://russiancafedeli.com/,OPERATIONAL
227,Smart & Final 589,270 E 10th St,Gilroy,-121.56251999999999,37.00119,Santa Clara,36.999856,-121.5623764,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 6:00 AM – 10:00 PM",95020,(408) 846-7020,http://locations.smartandfinal.com/ca/gilroy/589/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
228,DOLLAR TREE 1254,331 N Capitol Ave,San Jose,-121.84388999999999,37.370739,Santa Clara,37.37004210000001,-121.8458952,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 8:00 AM – 8:00 PM
Sunday: 8:00 AM – 8:00 PM",95133,(408) 678-3452,https://www.dollartree.com/locations/ca/san-jose/1254/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
229,Habesha Mini Mart,394 Bird Ave,San Jose,-121.89923999999999,37.323505,Santa Clara,37.3237424,-121.8993503,"Monday: 10:00 AM – 6:00 PM
Tuesday: 10:00 AM – 6:00 PM
Wednesday: 10:00 AM – 6:00 PM
Thursday: 10:00 AM – 6:00 PM
Friday: 10:00 AM – 6:00 PM
Saturday: 10:00 AM – 6:00 PM
Sunday: 10:00 AM – 6:00 PM",95126,(408) 294-4707,https://habesha-mini-mart.business.site/?utm_source=gmb&utm_medium=referral,OPERATIONAL
230,RITE AID 5984,6091 Meridian Ave,San Jose,-121.88434,37.229099,Santa Clara,37.229697,-121.885852,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM",95120,(408) 927-7900,https://www.riteaid.com/locations/ca/san-jose/6091-meridian-avenue.html,OPERATIONAL
231,RITE AID 5985,1029 E Capitol Expy,San Jose,-121.82276,37.299416,Santa Clara,37.2995844,-121.823325,"Monday: 7:00 AM – 11:00 PM
Tuesday: 7:00 AM – 11:00 PM
Wednesday: 7:00 AM – 11:00 PM
Thursday: 7:00 AM – 11:00 PM
Friday: 7:00 AM – 11:00 PM
Saturday: 7:00 AM – 11:00 PM
Sunday: 7:00 AM – 11:00 PM",95121,(408) 629-6060,https://www.riteaid.com/locations/ca/san-jose/1029-east-capitol-expressway.html,OPERATIONAL
232,RITE AID 5987,3171 Meridian Ave,San Jose,-121.90483,37.268108000000005,Santa Clara,37.2683117,-121.9054137,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM",95124,(408) 266-5550,https://www.riteaid.com/locations/ca/san-jose/3171-meridian-avenue.html,OPERATIONAL
233,Mi Rancho Supermarket,3840 Monterey Hwy,San Jose,-121.839,37.281898,Santa Clara,37.28271189999999,-121.8390028,"Monday: 6:30 AM – 9:30 PM
Tuesday: 6:30 AM – 9:30 PM
Wednesday: 6:30 AM – 9:30 PM
Thursday: 6:30 AM – 9:30 PM
Friday: 6:30 AM – 9:30 PM
Saturday: 6:30 AM – 9:30 PM
Sunday: 6:30 AM – 9:30 PM",95111,(408) 622-5344,http://www.miranchosupermarket.com/,OPERATIONAL
234,Meridian Shell 160,1610 Meridian Ave,San Jose,-121.91351999999999,37.294090000000004,Santa Clara,37.29414149999999,-121.9131055,No hours listed,95125,(408) 266-8510,https://find.shell.com/us/fuel/10008274-1610-meridian-avenue,OPERATIONAL
235,RITE AID 5972,15920 Los Gatos Blvd,Los Gatos,-121.96231999999999,37.237125,Santa Clara,37.23690499999999,-121.961356,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 8:00 AM – 10:00 PM",95032,(408) 358-2715,https://www.riteaid.com/locations/ca/los-gatos/15920-los-gatos-boulevard.html,OPERATIONAL
236,RITE AID 5976,2620 El Camino Real,Santa Clara,-121.97408,37.352261,Santa Clara,37.3512273,-121.9744325,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 6:00 PM
Sunday: 10:00 AM – 6:00 PM",95051,(408) 241-0919,https://locations.riteaid.com/locations/ca/santa-clara/2620-el-camino-real.html,OPERATIONAL
237,RITE AID 5983,6215 Santa Teresa Blvd,San Jose,-121.80271,37.236954,Santa Clara,37.2359411,-121.802838,"Monday: 7:00 AM – 11:00 PM
Tuesday: 7:00 AM – 11:00 PM
Wednesday: 7:00 AM – 11:00 PM
Thursday: 7:00 AM – 11:00 PM
Friday: 7:00 AM – 11:00 PM
Saturday: 7:00 AM – 11:00 PM
Sunday: 7:00 AM – 10:00 PM",95119,(408) 227-2816,https://www.riteaid.com/locations/ca/san-jose/6215-santa-teresa-boulevard.html,OPERATIONAL
238,7 ELEVEN 21735D,998 Lundy Ave,San Jose,-121.87273,37.373653000000004,Santa Clara,37.3739137,-121.8722252,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95133,(408) 937-4397,https://www.7-eleven.com/locations/ca/san-jose/998-lundy-ave-21735?yext=21735,OPERATIONAL
239,7 ELEVEN 14243C,3777 Lafayette St,Santa Clara,-121.95361000000001,37.387531,Santa Clara,37.3881119,-121.9534885,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95054,(408) 988-4281,https://www.7-eleven.com/locations/ca/santa-clara/3777-lafayette-st-14243?yext=14243,OPERATIONAL
240,Seafood City Supermarket,3065 McKee Rd,San Jose,-121.83668,37.374424,Santa Clara,37.3751944,-121.8370889,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 8:00 AM – 8:00 PM
Sunday: 8:00 AM – 8:00 PM",95127,(408) 240-4980,http://www.seafoodcity.com/,OPERATIONAL
241,99 Cents Only Store 224,260 E 10th St,Gilroy,-121.56282,37.001133,Santa Clara,37.0001673,-121.5619227,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 8:00 AM – 8:00 PM
Sunday: 8:00 AM – 8:00 PM",95020,(408) 848-4502,http://99only.com/store/Gilroy/,OPERATIONAL
242,Ernies Liquor,2808 S White Rd,San Jose,-121.79668000000001,37.324039,Santa Clara,37.3244632,-121.7950411,"Monday: 8:30 AM – 11:00 PM
Tuesday: 8:30 AM – 11:00 PM
Wednesday: 8:30 AM – 11:00 PM
Thursday: 8:30 AM – 11:00 PM
Friday: 8:30 AM – 12:00 AM
Saturday: 8:30 AM – 12:00 AM
Sunday: 8:30 AM – 11:00 PM",95148,(408) 274-4422,No website listed,OPERATIONAL
243,Target Store T-2088,533 Coleman Ave,San Jose,-121.90545,37.340714,Santa Clara,37.3386803,-121.9045029,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95110,(408) 346-2022,https://www.target.com/sl/san-jose-college-park/2088,OPERATIONAL
244,MI RANCHO CARNICERIA,1383 Kooser Rd,San Jose,-121.88888999999999,37.246196999999995,Santa Clara,37.246717,-121.889339,"Monday: 7:00 AM – 8:30 PM
Tuesday: 7:00 AM – 8:30 PM
Wednesday: 7:00 AM – 8:30 PM
Thursday: 7:00 AM – 8:30 PM
Friday: 7:00 AM – 8:30 PM
Saturday: 7:00 AM – 8:30 PM
Sunday: 7:00 AM – 8:30 PM",95118,(408) 267-2399,No website listed,OPERATIONAL
245,Nob Hill 634,1250 Grant Rd,Mountain View,-122.0752,37.37775,Santa Clara,37.378061,-122.076277,"Monday: 6:00 AM – 11:00 PM
Tuesday: 6:00 AM – 11:00 PM
Wednesday: 6:00 AM – 11:00 PM
Thursday: 6:00 AM – 11:00 PM
Friday: 6:00 AM – 11:00 PM
Saturday: 6:00 AM – 11:00 PM
Sunday: 6:00 AM – 11:00 PM",94040,(650) 390-9222,https://www.raleys.com/stores/nob-hill-foods-grant-mountain-view-california/,OPERATIONAL
246,Target Store T-0324,1811 Hillsdale Ave,San Jose,-121.91773,37.263228999999995,Santa Clara,37.2647222,-121.9186111,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95124,(408) 267-7900,https://www.target.com/sl/san-jose-west/324,OPERATIONAL
247,RITE AID 5975,16000 Monterey St,Morgan Hill,-121.6429,37.113049,Santa Clara,37.1137191,-121.6424162,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM",95037,(408) 778-5184,https://www.riteaid.com/locations/ca/morgan-hill/16000-monterey-street.html,OPERATIONAL
248,7-Eleven 23879B,1496 N Milpitas Blvd,Milpitas,-121.9103,37.452343,Santa Clara,37.4522473,-121.9097981,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95035,(408) 942-1711,https://www.7-eleven.com/locations/ca/milpitas/1496-n.-milpitas-blvd-23879?yext=23879,OPERATIONAL
249,EL RICO PAN BAKERY,231 Willow St,San Jose,-121.88287,37.318619,Santa Clara,37.3187222,-121.8828667,"Monday: 4:00 AM – 9:45 PM
Tuesday: 4:00 AM – 9:45 PM
Wednesday: 4:00 AM – 9:45 PM
Thursday: 4:00 AM – 9:45 PM
Friday: 4:00 AM – 9:45 PM
Saturday: 4:00 AM – 9:45 PM
Sunday: 4:30 AM – 9:45 PM",95110,(408) 298-6228,No website listed,OPERATIONAL
